SURVEY	FILE	DATA FORMAT	SORTING CODE	MEASUREMENT SYSTEM	SEGY REVISION	FIXED LENGTH TRACE	NUM TRACES	TRACE IDENTIFICATION	TRACE NS	TRACE DT	SPLIT	size_mb
b-07-78-ak	WB-744_981334.sgy	1	0	2	0	0	166	1	1500	4000	Train	0.996
b-07-78-ak	WB-746A_910555.sgy	1	0	2	0	0	1130	1	1525	4000	Train	6.893
b-07-78-ak	WB-747_782124.sgy	1	0	2	0	0	2884	1	1500	4000	Train	17.304
b-07-78-ak	WB-751_782124.sgy	1	0	2	0	0	1633	1	1500	4000	Train	9.798
b-07-78-ak	WB-756_910555.sgy	1	0	2	0	0	285	1	1500	4000	Train	1.71
b-07-78-ak	WB-760_910555.sgy	1	0	2	0	0	856	1	1525	4000	Train	5.2216
b-07-78-ak	WB-764_910555.sgy	1	0	2	0	0	968	1	1450	4000	Train	5.6144
b-07-78-ak	WB-766_910555.sgy	1	0	2	0	0	966	1	1525	4000	Train	5.8926
b-07-78-ak	WB-786_910555-1.sgy	1	0	2	0	0	326	1	1500	4000	Train	1.956
b-07-78-ak	WB-790_724121.sgy	1	0	2	0	0	516	1	1525	4000	Train	3.1476
b-07-78-ak	WB-792_741419-1.sgy	1	0	2	0	0	258	1	1250	4000	Train	1.29
b-07-78-ak	WB-800_724121.sgy	1	0	2	0	0	381	1	1250	4000	Train	1.905
b-07-78-ak	WB-812_910353.sgy	1	0	2	0	0	431	1	1500	4000	Train	2.586
b-07-78-ak	WB-818_724121-1.sgy	1	0	2	0	0	216	1	1250	4000	Train	1.08
b-07-78-ak	WB-818_724121-2.sgy	1	0	2	0	0	264	1	1250	4000	Train	1.32
b-07-78-ak	WB-818_724121.sgy	1	0	2	0	0	220	1	1250	4000	Train	1.1
b-07-78-ak	WB-822_910353.sgy	1	0	2	0	0	907	1	1525	4000	Train	5.5327
b-07-78-ak	WB-824_910353.sgy	1	0	2	0	0	863	1	1500	4000	Train	5.178
b-07-78-ak	WB-826_910353.sgy	1	0	2	0	0	536	1	1525	4000	Train	3.2696
b-07-78-ak	WB-832_910353-1.sgy	1	0	2	0	0	630	1	1500	4000	Train	3.78
b-07-78-ak	WB-834_910353.sgy	1	0	2	0	0	650	1	1500	4000	Train	3.9
b-07-78-ak	WB-836_910353.sgy	1	0	2	0	0	729	1	1500	4000	Train	4.374
b-07-78-ak	WB-838_910353.sgy	1	0	2	0	0	772	1	1500	4000	Train	4.632
b-07-78-ak	WB-840_910353.sgy	1	0	2	0	0	207	1	1525	4000	Train	1.2627
b-07-78-ak	WB-842_910353.sgy	1	0	2	0	0	923	1	1500	4000	Train	5.538
b-07-78-ak	WB-850_978374.sgy	1	0	2	0	0	712	1	1500	4000	Train	4.272
b-07-78-ak	WB-856_978374.sgy	1	0	2	0	0	673	1	1500	4000	Train	4.038
b-07-78-ak	WB-874_978374.sgy	1	0	2	0	0	928	1	1500	4000	Train	5.568
b-07-78-ak	WB-880_978374.sgy	1	0	2	0	0	981	1	1525	4000	Train	5.9841
b-07-78-ak	WB-901_1_952885-1.sgy	1	0	2	0	0	494	1	1250	4000	Train	2.47
b-07-78-ak	WB-901_1_952885.sgy	1	0	2	0	0	206	1	1250	4000	Train	1.03
b-07-78-ak	WB-903_703052-1.sgy	1	0	2	0	0	830	1	1500	4000	Train	4.98
b-07-78-ak	WB-903_703052-2.sgy	1	0	2	0	0	586	1	1500	4000	Train	3.516
b-07-78-ak	WB-903_703052-3.sgy	1	0	2	0	0	896	1	1500	4000	Train	5.376
b-07-78-ak	WB-907_952885-3.sgy	1	0	2	0	0	1042	1	1250	4000	Train	5.21
b-07-78-ak	WB-907_952885.sgy	1	0	2	0	0	402	1	1250	4000	Train	2.01
b-07-78-ak	WB-911_952885.sgy	1	0	2	0	0	488	1	1250	4000	Train	2.44
b-07-78-ak	WB-914_952885.sgy	1	0	2	0	0	264	1	1250	4000	Train	1.32
b-07-78-ak	WB-915_703052-1.sgy	1	0	2	0	0	506	1	1275	4000	Train	2.5806
b-07-78-ak	WB-916_952885-1.sgy	1	0	2	0	0	560	1	1250	4000	Train	2.8
b-07-78-ak	WB-919_975951-1.sgy	1	0	2	0	0	1902	1	1525	4000	Train	11.6022
b-07-78-ak	WB-923_1_952885.sgy	1	0	2	0	0	666	1	1225	4000	Train	3.2634
b-07-78-ak	WB-926_952885.sgy	1	0	2	0	0	314	1	1250	4000	Train	1.57
b-07-78-ak	WB-927_952885-1.sgy	1	0	2	0	0	212	1	1250	4000	Train	1.06
b-07-78-ak	WB-927_952885.sgy	1	0	2	0	0	719	1	1250	4000	Train	3.595
b-07-78-ak	WB-928_952885.sgy	1	0	2	0	0	438	1	1250	4000	Train	2.19
b-07-78-ak	WB-929_952885.sgy	1	0	2	0	0	812	1	1250	4000	Train	4.06
b-07-78-ak	WB-930_952885.sgy	1	0	2	0	0	378	1	1250	4000	Train	1.89
b-07-78-ak	WB-933_978374.sgy	1	0	2	0	0	577	1	1500	4000	Train	3.462
b-07-78-ak	WB-935_703052.sgy	1	0	2	0	0	1300	1	1500	4000	Train	7.8
b-07-78-ak	WB-937_952885.sgy	1	0	2	0	0	395	1	1250	4000	Train	1.975
b-07-78-ak	WB-939_749985.sgy	1	0	2	0	0	338	1	1250	4000	Train	1.69
b-07-81-at	CSA81-1_migr.segy	1	4	1	256	1	1962	1	1851	4000	Train	14.526648
b-07-81-at	CSA81-10_migr.segy	1	4	1	256	1	1226	1	1876	4000	Train	9.199904
b-07-81-at	CSA81-11_migr.segy	1	4	1	256	1	1430	1	1701	4000	Train	9.72972
b-07-81-at	CSA81-12A_migr.segy	1	4	1	256	1	1102	1	1451	4000	Train	6.396008
b-07-81-at	CSA81-12B_migr.segy	1	4	1	256	1	1222	1	1451	4000	Train	7.092488
b-07-81-at	CSA81-2_migr.segy	1	4	1	256	1	1682	1	1851	4000	Train	12.453528
b-07-81-at	CSA81-3_migr.segy	1	4	1	256	1	1716	1	1851	4000	Train	12.705264
b-07-81-at	CSA81-4_migr.segy	1	4	1	256	1	1754	1	1851	4000	Train	12.986616
b-07-81-at	CSA81-5_migr.segy	1	4	1	256	1	1780	1	1851	4000	Train	13.17912
b-07-81-at	CSA81-6_migr.segy	1	4	1	256	1	1812	1	1851	4000	Train	13.416048
b-07-81-at	CSA81-7_migr.segy	1	4	1	256	1	1430	1	1851	4000	Train	10.58772
b-07-81-at	CSA81-8_migr.segy	1	4	1	256	1	1538	1	1851	4000	Train	11.387352
b-07-81-at	CSA81-9_migr.segy	1	4	1	256	1	1230	1	1851	4000	Train	9.10692
b-07-83-at	COMM-A_migr.segy	1	4	1	256	1	1660	1	1751	4000	Train	11.62664
b-07-83-at	COMM-B_migr.segy	1	4	1	256	1	1260	1	1751	4000	Train	8.82504
b-07-83-at	COMM-C_migr.segy	1	4	1	256	1	1884	1	1751	4000	Train	13.195536
b-07-83-at	COMM-D_migr.segy	1	4	1	256	1	2330	1	1751	4000	Train	16.31932
b-07-83-at	COMM-E_migr.segy	1	4	1	256	1	1352	1	1751	4000	Train	9.469408
b-07-83-at	COMM-F_migr.segy	1	4	1	256	1	1410	1	1751	4000	Train	9.87564
b-07-83-at	COMM-G_migr.segy	1	4	1	256	1	1240	1	1751	4000	Train	8.68496
b-07-83-at	COMM-H_migr.segy	1	4	1	256	1	1250	1	1751	4000	Train	8.755
b-07-83-at	COMM-I_migr.segy	1	4	1	256	1	1530	1	1751	4000	Train	10.71612
b-07-83-at	COMM-J_migr.segy	1	4	1	256	1	1600	1	1751	4000	Train	11.2064
b-07-83-at	COMM-K_migr.segy	1	4	1	256	1	1410	1	1751	4000	Train	9.87564
b-07-83-at	COMM-L_migr.segy	1	4	1	256	1	1410	1	1751	4000	Train	9.87564
b-07-83-at	COMM-M_migr.segy	1	4	1	256	1	1800	1	1751	4000	Train	12.6072
b-07-83-at	COMM-N_migr.segy	1	4	1	256	1	982	1	1751	4000	Train	6.877928
b-08-75-at	GB75-12_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-12A_migr.segy	1	4	1	256	1	915	1	1501	4000	Train	5.49366
b-08-75-at	GB75-14_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-14A_migr.segy	1	4	1	256	1	1002	1	1501	4000	Train	6.016008
b-08-75-at	GB75-14B_migr.segy	1	4	1	256	1	302	1	1501	4000	Train	1.813208
b-08-75-at	GB75-15_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-15A_migr.segy	1	4	1	256	1	849	1	1501	4000	Train	5.097396
b-08-75-at	GB75-15B_migr.segy	1	4	1	256	1	649	1	1501	4000	Train	3.896596
b-08-75-at	GB75-16_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-16A_migr.segy	1	4	1	256	1	1463	1	1501	4000	Train	8.783852
b-08-75-at	GB75-19_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-19A_migr.segy	1	4	1	256	1	906	1	1501	4000	Train	5.439624
b-08-75-at	GB75-19B_migr.segy	1	4	1	256	1	671	1	1501	4000	Train	4.028684
b-08-75-at	GB75-20_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-20A_migr.segy	1	4	1	256	1	1002	1	1501	4000	Train	6.016008
b-08-75-at	GB75-20B_migr.segy	1	4	1	256	1	735	1	1501	4000	Train	4.41294
b-08-75-at	GB75-22_migr.segy	1	4	1	256	1	481	1	1501	4000	Train	2.887924
b-08-75-at	GB75-23_migr.segy	1	4	1	256	1	880	1	1501	4000	Train	5.28352
b-08-75-at	GB75-28_migr.segy	1	4	1	256	1	1002	1	1501	4000	Train	6.016008
b-08-75-at	GB75-30_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-30A_migr.segy	1	4	1	256	1	417	1	1501	4000	Train	2.503668
b-08-75-at	GB75-31_migr.segy	1	4	1	256	1	632	1	1501	4000	Train	3.794528
b-08-75-at	GB75-33_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-33A_migr.segy	1	4	1	256	1	1002	1	1501	4000	Train	6.016008
b-08-75-at	GB75-33B_migr.segy	1	4	1	256	1	319	1	1501	4000	Train	1.915276
b-08-75-at	GB75-34_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-34A_migr.segy	1	4	1	256	1	1002	1	1501	4000	Train	6.016008
b-08-75-at	GB75-34B_migr.segy	1	4	1	256	1	1002	1	1501	4000	Train	6.016008
b-08-75-at	GB75-34C_migr.segy	1	4	1	256	1	700	1	1501	4000	Train	4.2028
b-08-75-at	GB75-35_migr.segy	1	4	1	256	1	1025	1	1501	4000	Train	6.1541
b-08-75-at	GB75-42_migr.segy	1	4	1	256	1	1002	1	1501	4000	Train	6.016008
b-08-75-at	GB75-42A_migr.segy	1	4	1	256	1	1002	1	1501	4000	Train	6.016008
b-08-75-at	GB75-43_migr.segy	1	4	1	256	1	424	1	1501	4000	Train	2.545696
b-08-75-at	GB75-45_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-45A_migr.segy	1	4	1	256	1	1099	1	1501	4000	Train	6.598396
b-08-75-at	GB75-46_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-46A_migr.segy	1	4	1	256	1	586	1	1501	4000	Train	3.518344
b-08-75-at	GB75-47_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-47A_migr.segy	1	4	1	256	1	1034	1	1501	4000	Train	6.208136
b-08-75-at	GB75-75_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-08-75-at	GB75-75A_migr.segy	1	4	1	256	1	145	1	1501	4000	Train	0.87058
b-08-75-at	GB75-79_migr.segy	1	4	1	256	1	1061	1	1501	4000	Train	6.370244
b-08-75-at	GB75-83_migr.segy	1	4	1	256	1	247	1	1501	4000	Train	1.482988
b-08-75-at	GB75-83A_migr.segy	1	4	1	256	1	774	1	1501	4000	Train	4.647096
b-08-78-at	78-03_migr.segy	1	4	1	256	1	393	1	1501	4000	Train	2.359572
b-08-78-at	78-05_migr.segy	1	4	1	256	1	395	1	1751	4000	Train	2.76658
b-08-78-at	78-07_migr.segy	1	4	1	256	1	839	1	1751	4000	Train	5.876356
b-08-78-at	78-10_migr.segy	1	4	1	256	1	973	1	1501	4000	Train	5.841892
b-08-78-at	78-13_migr.segy	1	4	1	256	1	827	1	1751	4000	Train	5.792308
b-08-78-at	78-14_migr.segy	1	4	1	256	1	962	1	1751	4000	Train	6.737848
b-08-78-at	78-16_migr.segy	1	4	1	256	1	532	1	1751	4000	Train	3.726128
b-08-78-at	78-17_migr.segy	1	4	1	256	1	535	1	1751	4000	Train	3.74714
b-08-78-at	78-20_migr.segy	1	4	1	256	1	535	1	1751	4000	Train	3.74714
b-08-78-at	78-25_migr.segy	1	4	1	256	1	392	1	1501	4000	Train	2.353568
b-08-78-at	78-266_migr.segy	1	4	1	256	1	540	1	1501	4000	Train	3.24216
b-08-78-at	78-272_migr.segy	1	4	1	256	1	535	1	1751	4000	Train	3.74714
b-08-78-at	78-28_migr.segy	1	4	1	256	1	395	1	1501	4000	Train	2.37158
b-08-78-at	78-30_migr.segy	1	4	1	256	1	395	1	1751	4000	Train	2.76658
b-08-78-at	78-31_1_migr.segy	1	4	1	256	1	543	1	1751	4000	Train	3.803172
b-08-78-at	78-343_migr.segy	1	4	1	256	1	393	1	1501	4000	Train	2.359572
b-08-78-at	78-349_migr.segy	1	4	1	256	1	392	1	1501	4000	Train	2.353568
b-08-78-at	78-35_migr.segy	1	4	1	256	1	534	1	1751	4000	Train	3.740136
b-08-78-at	78-351_migr.segy	1	4	1	256	1	398	1	1501	4000	Train	2.389592
b-08-78-at	78-359_migr.segy	1	4	1	256	1	231	1	1501	4000	Train	1.386924
b-08-78-at	78-36_migr.segy	1	4	1	256	1	678	1	1751	4000	Train	4.748712
b-08-78-at	78-37_migr.segy	1	4	1	256	1	822	1	1751	4000	Train	5.757288
b-08-78-at	78-371_migr.segy	1	4	1	256	1	678	1	1501	4000	Train	4.070712
b-08-78-at	78-377_migr.segy	1	4	1	256	1	692	1	1501	4000	Train	4.154768
b-08-78-at	78-379_migr.segy	1	4	1	256	1	679	1	1501	4000	Train	4.076716
b-08-78-at	78-38_migr.segy	1	4	1	256	1	573	1	1751	4000	Train	4.013292
b-08-78-at	78-387_migr.segy	1	4	1	256	1	532	1	1501	4000	Train	3.194128
b-08-78-at	78-39_migr.segy	1	4	1	256	1	678	1	1751	4000	Train	4.748712
b-08-78-at	78-44_migr.segy	1	4	1	256	1	682	1	1751	4000	Train	4.776728
b-08-78-at	78-46_migr.segy	1	4	1	256	1	689	1	1751	4000	Train	4.825756
b-08-78-at	78-49_migr.segy	1	4	1	256	1	679	1	1751	4000	Train	4.755716
b-08-78-at	78-51_migr.segy	1	4	1	256	1	432	1	1751	4000	Train	3.025728
b-08-78-at	78-54_migr.segy	1	4	1	256	1	533	1	1751	4000	Train	3.733132
b-08-78-at	78-62_migr.segy	1	4	1	256	1	393	1	1751	4000	Train	2.752572
b-08-78-at	78-63_migr.segy	1	4	1	256	1	673	1	1501	4000	Train	4.040692
b-08-78-at	78-69_migr.segy	1	4	1	256	1	962	1	1501	4000	Train	5.775848
b-08-78-at	78-70_migr.segy	1	4	1	256	1	240	1	1501	4000	Train	1.44096
b-08-78-at	78-73_migr.segy	1	4	1	256	1	393	1	1501	4000	Train	2.359572
b-08-78-at	78-74_migr.segy	1	4	1	256	1	676	1	1751	4000	Train	4.734704
b-08-78-at	78-76_migr.segy	1	4	1	256	1	532	1	1501	4000	Train	3.194128
b-08-78-at	78-78_migr.segy	1	4	1	256	1	534	1	1501	4000	Train	3.206136
b-08-78-at	NPR78-06_migr.segy	1	4	1	256	1	1057	1	1501	4000	Train	6.346228
b-08-78-at	NPR78-11_migr.segy	1	4	1	256	1	2568	1	1501	4000	Train	15.418272
b-08-78-at	NPR78-12_migr.segy	1	4	1	256	1	1058	1	1501	4000	Train	6.352232
b-08-78-at	NPR78-14_migr.segy	1	4	1	256	1	1048	1	1501	4000	Train	6.292192
b-08-78-at	NPR78-16_migr.segy	1	4	1	256	1	1048	1	1501	4000	Train	6.292192
b-08-78-at	NPR78-23_1_migr.segy	1	4	2	0	0	1302	1	1751	4000	Train	9.119208
b-08-78-at	NPR78-26_migr.segy	1	4	1	256	1	1307	1	1501	4000	Train	7.847228
b-08-78-at	NPR78-32_migr.segy	1	4	1	256	1	1168	1	1501	4000	Train	7.012672
b-08-78-at	NPR78-44_migr.segy	1	4	1	256	1	1468	1	1501	4000	Train	8.813872
b-08-78-at	XPR78-134_migr.segy	1	4	1	256	1	2988	1	1501	4000	Train	17.939952
b-08-78-at	XPR78-138_1_migr.segy	1	4	1	256	1	1398	1	1501	4000	Train	8.393592
b-08-78-at	XPR78-138_migr.segy	1	4	1	256	1	1698	1	1501	4000	Train	10.194792
b-08-78-at	XPR78-140_migr.segy	1	4	1	256	1	1522	1	1501	4000	Train	9.138088
b-08-78-at	XPR78-165_migr.segy	1	4	1	256	1	1088	1	1501	4000	Train	6.532352
b-08-78-at	XPR78-187_migr.segy	1	4	1	256	1	958	1	1501	4000	Train	5.751832
b-08-78-at	XPR78-189_migr.segy	1	4	1	256	1	968	1	1501	4000	Train	5.811872
b-08-78-at	XPR78-191_migr.segy	1	4	1	256	1	938	1	1501	4000	Train	5.631752
b-08-78-at	XPR78-207_migr.segy	1	4	1	256	1	923	1	1501	4000	Train	5.541692
b-08-83-at	BC-02_migr.segy	1	4	1	256	1	1060	1	1751	4000	Train	7.42424
b-08-83-at	BC-03_migr.segy	1	4	1	256	1	1148	1	1751	4000	Train	8.040592
b-08-83-at	BC-05_migr.segy	1	4	1	256	1	1650	1	1751	4000	Train	11.5566
b-08-83-at	BC-06_migr.segy	1	4	1	256	1	1410	1	1751	4000	Train	9.87564
b-08-83-at	BC-07_migr.segy	1	4	1	256	1	1410	1	1751	4000	Train	9.87564
b-08-83-at	BC-08_migr.segy	1	4	1	256	1	1410	1	1751	4000	Train	9.87564
b-08-83-at	BC-09_migr.segy	1	4	1	256	1	1670	1	1751	4000	Train	11.69668
b-08-83-at	BC-10_migr.segy	1	4	1	256	1	1230	1	1751	4000	Train	8.61492
b-08-83-at	BC-13_migr.segy	1	4	1	256	1	1210	1	1751	4000	Train	8.47484
b-08-83-at	BC-14_migr.segy	1	4	1	256	1	1600	1	1751	4000	Train	11.2064
b-08-83-at	BC-18_migr.segy	1	4	1	256	1	1630	1	1751	4000	Train	11.41652
b-08-83-at	BC-19_migr.segy	1	4	1	256	1	1210	1	1751	4000	Train	8.47484
b-08-83-at	BC-20_migr.segy	1	4	1	256	1	1230	1	1751	4000	Train	8.61492
b-08-83-at	BC-26_migr.segy	1	4	1	256	1	1540	1	1751	4000	Train	10.78616
b-08-83-at	BC-44_migr.segy	1	4	1	256	1	1790	1	1751	4000	Train	12.53716
b-09-75-at	GE-75-07A_migr.segy	1	4	1	256	1	542	1	1501	4000	Train	3.254168
b-09-75-at	GE-75-08_migr.segy	1	4	1	256	1	470	1	1501	4000	Train	2.82188
b-09-75-at	GE-75-100B_migr.segy	1	4	1	256	1	710	1	1501	4000	Train	4.26284
b-09-75-at	GE-75-101A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-103_migr.segy	1	4	1	256	1	752	1	1501	4000	Train	4.515008
b-09-75-at	GE-75-103A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-110_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-110A_migr.segy	1	4	1	256	1	734	1	1501	4000	Train	4.406936
b-09-75-at	GE-75-112B_migr.segy	1	4	1	256	1	627	1	1501	4000	Train	3.764508
b-09-75-at	GE-75-114_migr.segy	1	4	1	256	1	460	1	1501	4000	Train	2.76184
b-09-75-at	GE-75-114C_migr.segy	1	4	1	256	1	636	1	1501	4000	Train	3.818544
b-09-75-at	GE-75-116B_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-12_migr.segy	1	4	1	256	1	476	1	1501	4000	Train	2.857904
b-09-75-at	GE-75-12A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-13_migr.segy	1	4	1	256	1	542	1	1501	4000	Train	3.254168
b-09-75-at	GE-75-14A_migr.segy	1	4	1	256	1	470	1	1501	4000	Train	2.82188
b-09-75-at	GE-75-15A_migr.segy	1	4	1	256	1	542	1	1501	4000	Train	3.254168
b-09-75-at	GE-75-16A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-17A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-18A_migr.segy	1	4	1	256	1	470	1	1501	4000	Train	2.82188
b-09-75-at	GE-75-22A_migr.segy	1	4	1	256	1	468	1	1501	4000	Train	2.809872
b-09-75-at	GE-75-23_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-25_migr.segy	1	4	1	256	1	536	1	1501	4000	Train	3.218144
b-09-75-at	GE-75-25A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-26_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-26A_migr.segy	1	4	1	256	1	470	1	1501	4000	Train	2.82188
b-09-75-at	GE-75-27_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-29A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-30_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-32_migr.segy	1	4	1	256	1	470	1	1501	4000	Train	2.82188
b-09-75-at	GE-75-34_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-36_migr.segy	1	4	1	256	1	470	1	1501	4000	Train	2.82188
b-09-75-at	GE-75-36A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-37A_migr.segy	1	4	1	256	1	536	1	1501	4000	Train	3.218144
b-09-75-at	GE-75-38_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-38A_migr.segy	1	4	1	256	1	470	1	1501	4000	Train	2.82188
b-09-75-at	GE-75-40A_migr.segy	1	4	1	256	1	470	1	1501	4000	Train	2.82188
b-09-75-at	GE-75-43_migr.segy	1	4	1	256	1	536	1	1501	4000	Train	3.218144
b-09-75-at	GE-75-46A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-48A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-51_migr.segy	1	4	1	256	1	965	1	1501	4000	Train	5.79386
b-09-75-at	GE-75-53_migr.segy	1	4	1	256	1	959	1	1501	4000	Train	5.757836
b-09-75-at	GE-75-60_migr.segy	1	4	1	256	1	1169	1	1501	4000	Train	7.018676
b-09-75-at	GE-75-66_migr.segy	1	4	1	256	1	1175	1	1501	4000	Train	7.0547
b-09-75-at	GE-75-67_migr.segy	1	4	1	256	1	383	1	1501	4000	Train	2.299532
b-09-75-at	GE-75-73_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-74_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-75A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-77_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-77A_migr.segy	1	4	1	256	1	1273	1	1501	4000	Train	7.643092
b-09-75-at	GE-75-79A_migr.segy	1	4	1	256	1	974	1	1501	4000	Train	5.847896
b-09-75-at	GE-75-80_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-80A_migr.segy	1	4	1	256	1	1106	1	1501	4000	Train	6.640424
b-09-75-at	GE-75-81A_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-84A_migr.segy	1	4	1	256	1	1008	1	1501	4000	Train	6.052032
b-09-75-at	GE-75-86_migr.segy	1	4	1	256	1	1037	1	1501	4000	Train	6.226148
b-09-75-at	GE-75-90_migr.segy	1	4	1	256	1	1049	1	1501	4000	Train	6.298196
b-09-75-at	GE-75-92_migr.segy	1	4	1	256	1	1127	1	1501	4000	Train	6.766508
b-09-75-at	GE-75-97A_migr.segy	1	4	1	256	1	1002	1	1501	4000	Train	6.016008
b-09-81-at	81-201_migr.segy	1	4	1	256	1	349	1	1926	4000	Train	2.688696
b-09-81-at	81-205_migr.segy	1	4	1	256	1	419	1	1676	4000	Train	2.808976
b-09-81-at	81-210_migr.segy	1	4	1	256	1	365	1	1426	4000	Train	2.08196
b-09-81-at	81-211_migr.segy	1	4	1	256	1	415	1	1676	4000	Train	2.78216
b-09-81-at	81-212_migr.segy	1	4	1	256	1	397	1	1426	4000	Train	2.264488
b-09-81-at	81-213_migr.segy	1	4	1	256	1	491	1	1901	4000	Train	3.733564
b-09-81-at	81-214_migr.segy	1	4	1	256	1	781	1	1676	4000	Train	5.235824
b-09-81-at	81-215_migr.segy	1	4	1	256	1	475	1	1426	4000	Train	2.7094
b-09-81-at	81-216_migr.segy	1	4	1	256	1	752	1	1676	4000	Train	5.041408
b-09-81-at	81-221_migr.segy	1	4	1	256	1	569	1	1901	4000	Train	4.326676
b-09-81-at	81-223_migr.segy	1	4	1	256	1	553	1	1876	4000	Train	4.149712
b-09-81-at	81-224A_migr.segy	1	4	1	256	1	1141	1	1676	4000	Train	7.649264
b-09-81-at	81-229_migr.segy	1	4	1	256	1	997	1	1976	4000	Train	7.880288
b-09-81-at	81-230_migr.segy	1	4	1	256	1	245	1	1726	4000	Train	1.69148
b-09-81-at	81-236_migr.segy	1	4	1	256	1	343	1	1426	4000	Train	1.956472
b-09-81-at	81-238_migr.segy	1	4	1	256	1	343	1	1451	4000	Train	1.990772
b-09-81-at	81-239_migr.segy	1	4	1	256	1	709	1	1926	4000	Train	5.462136
b-09-81-at	81-255_migr.segy	1	4	1	256	1	689	1	1926	4000	Train	5.308056
b-09-81-at	81-257_migr.segy	1	4	1	256	1	317	1	1726	4000	Train	2.188568
b-09-81-at	81-263_migr.segy	1	4	1	256	1	737	1	1901	4000	Train	5.604148
b-09-81-at	81-267_migr.segy	1	4	1	256	1	727	1	1976	4000	Train	5.746208
b-09-81-at	81-271_migr.segy	1	4	1	256	1	652	1	1926	4000	Train	5.023008
b-09-81-at	81-275_migr.segy	1	4	1	256	1	619	1	1926	4000	Train	4.768776
b-09-81-at	81-279_migr.segy	1	4	1	256	1	611	1	1901	4000	Train	4.646044
b-09-81-at	81-283_migr.segy	1	4	1	256	1	684	1	1901	4000	Train	5.201136
b-09-81-at	81-299_migr.segy	1	4	1	256	1	973	1	1926	4000	Train	7.495992
b-09-81-at	81-303_migr.segy	1	4	1	256	1	955	1	1926	4000	Train	7.35732
b-09-81-at	81-307_migr.segy	1	4	1	256	1	957	1	1926	4000	Train	7.372728
b-09-81-at	81-317_migr.segy	1	4	1	256	1	475	1	1901	4000	Train	3.6119
