Survey ID (Name)	Contributor	Data Type	Year	Planning Area (Region)	Protraction Area	Other Survey Identifiers (Permit, etc.)	Link To Survey Web Page
B-24-76-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	South Atlantic	Brunswick,Georgetown,Hoyt Hills,Jacksonville,James Island	E25-75	https://walrus.wr.usgs.gov/namss/survey/b-24-76-at/
B-24-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico	Eugene Island Area,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, North Addition,Vermilion Area	L81-124	https://walrus.wr.usgs.gov/namss/survey/b-24-81-la/
B-24-84-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Western Gulf of Mexico	Galveston Area,Mustang Island Area,North Padre Island Area,North Padre Island Area, East Addition	T84-024	https://walrus.wr.usgs.gov/namss/survey/b-24-84-tx/
B-24-85-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Central Gulf of Mexico	Chandeleur Area, East Addition,Destin Dome,Main Pass Area, South and East Addition,Mobile,Pensacola,Viosca Knoll	M85-024	https://walrus.wr.usgs.gov/namss/survey/b-24-85-mi/
B-25-76-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	North Atlantic	Block Island Shelf,Corsair Canyon,Hydrographer Canyon,Lydonia Canyon	E25-76	https://walrus.wr.usgs.gov/namss/survey/b-25-76-at/
B-25-77-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Beaufort Sea	Barter Island,Beechey Point,Beechey Point North,Dease Inlet,Flaxman Island,Harrison Bay,Harrison Bay North		https://walrus.wr.usgs.gov/namss/survey/b-25-77-ak/
B-25-78-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,Eugene Island Area, South Addition,Garden Banks,High Island Area, East Addition, South Extension,South Marsh Island Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area, South Addition	L77-225	https://walrus.wr.usgs.gov/namss/survey/b-25-78-la/
B-25-80-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Western Gulf of Mexico	Matagorda Island Area,Mustang Island Area,Mustang Island Area, East Addition	T80-025	https://walrus.wr.usgs.gov/namss/survey/b-25-80-tx/
B-25-81-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Eastern Gulf of Mexico	De Soto Canyon,Destin Dome,Florida Middle Ground,The Elbow	M81-025	https://walrus.wr.usgs.gov/namss/survey/b-25-81-mi/
B-25-81-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Western Gulf of Mexico	East Breaks	T81-025	https://walrus.wr.usgs.gov/namss/survey/b-25-81-tx/
B-25-83-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	North Aleutian Basin,St. George Basin	Akutan,Akutan North,Cold Bay,False Pass,Okmuk Canyon,St. George Canyon,St. George East	83-25	https://walrus.wr.usgs.gov/namss/survey/b-25-83-ak/
B-25-92-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1992	Central Gulf of Mexico	East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Garden Banks,Grand Isle Area, South Addition,Green Canyon,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition	GOMSEGY17-2A,L92-25	https://walrus.wr.usgs.gov/namss/survey/b-25-92-la/
B-25a-92-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1992	Central Gulf of Mexico	East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Garden Banks,Grand Isle Area, South Addition,Green Canyon,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area, South Addition	GOMSEGY17-2B,L92-25	https://walrus.wr.usgs.gov/namss/survey/b-25a-92-la/
B-25b-92-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1992	Central Gulf of Mexico	Atwater Valley,De Soto Canyon,Ewing Bank,Grand Isle Area, South Addition,Green Canyon,Main Pass Area, South and East Addition,Mississippi Canyon,West Delta Area, South Addition	GOMSEGY17-3A,L92-25	https://walrus.wr.usgs.gov/namss/survey/b-25b-92-la/
B-25c-92-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1992	Central Gulf of Mexico	Atwater Valley,De Soto Canyon,Ewing Bank,Grand Isle Area, South Addition,Green Canyon,Main Pass Area, South and East Addition,Mississippi Canyon,West Delta Area, South Addition	GOMSEGY17-3B,L92-25	https://walrus.wr.usgs.gov/namss/survey/b-25c-92-la/
B-25d-92-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1992	Central Gulf of Mexico	Atwater Valley,East Cameron Area, South Addition,Garden Banks,Green Canyon,Main Pass Area, South and East Addition,Mississippi Canyon,South Marsh Island Area, South Addition,Vermilion Area, South Addition,West Cameron Area, South Addition	GOMSEGY17-4_LAS,L92-25	https://walrus.wr.usgs.gov/namss/survey/b-25d-92-la/
B-25e-92-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1992	Central Gulf of Mexico	Atwater Valley,East Cameron Area, South Addition,Garden Banks,Green Canyon,Main Pass Area, South and East Addition,Mississippi Canyon,South Marsh Island Area, South Addition,Vermilion Area, South Addition,West Cameron Area, South Addition	GOMSEGY17-4,L92-25	https://walrus.wr.usgs.gov/namss/survey/b-25e-92-la/
B-26-75-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Gulf of Alaska	Bering Glacier,Cordova,Icy Bay,Middleton Island		https://walrus.wr.usgs.gov/namss/survey/b-26-75-ak/
B-26-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Central Gulf of Mexico	East Cameron Area,Vermilion Area	L77-226	https://walrus.wr.usgs.gov/namss/survey/b-26-77-la/
B-26-78-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Western Gulf of Mexico	Galveston Area,Galveston Area, South Addition,High Island Area, South Addition	T78-026	https://walrus.wr.usgs.gov/namss/survey/b-26-78-tx/
B-26-81-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,Matagorda Island Area,Mustang Island Area,Mustang Island Area, East Addition,West Cameron Area, South Addition,West Cameron Area, West Addition	T81-026	https://walrus.wr.usgs.gov/namss/survey/b-26-81-tx/
B-26-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	Bay Marchand Area,Eugene Island Area,Grand Isle Area,Ship Shoal Area,South Pelto Area,South Timbalier and Bay Marchand Areas	L84-126	https://walrus.wr.usgs.gov/namss/survey/b-26-84-la/
B-27-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Central Gulf of Mexico	East Cameron Area,Eugene Island Area,South Marsh Island Area,West Cameron Area	L77-127	https://walrus.wr.usgs.gov/namss/survey/b-27-77-la/
B-27-88-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Eastern Gulf of Mexico	Henderson,Howell Hook,Lloyd Ridge,The Elbow,Vernon Basin	GOMSEGY13-07,M88-14	https://walrus.wr.usgs.gov/namss/survey/b-27-88-mi/
B-28-75-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Florida South,Middle Atlantic,South Atlantic	Adams,Beaufort,Blake Escarpment,Blake Spur,Brunswick,Cape Fear,Daytona Beach,Ft. Pierce,Georgetown,Harrington Hill,Hoyt Hills,Jacksonville,James Island,Manteo,Marmer,Mc Alinden Spur,Orlando,Pillsbury,Richardson Hills,Russell,Stetson Mesa,Walker Cay	E28-75	https://walrus.wr.usgs.gov/namss/survey/b-28-75-at/
B-28-75-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico,Western Gulf of Mexico	High Island Area, East Addition,West Cameron Area, West Addition	T75-728	https://walrus.wr.usgs.gov/namss/survey/b-28-75-tx/
B-28-80-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Galveston Area,Galveston Area, South Addition,Matagorda Island Area,Mustang Island Area,Mustang Island Area, East Addition	T80-028	https://walrus.wr.usgs.gov/namss/survey/b-28-80-tx/
B-28-82-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico,Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Corpus Christi,East Breaks,East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Ewing Bank,Galveston Area,Galveston Area, South Addition,Grand Isle Area, South Addition,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,Matagorda Island Area,Mississippi Canyon,Mustang Island Area,Mustang Island Area, East Addition,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, South Addition,South Timbalier and Bay Marchand Areas,Vermilion Area,Vermilion Area, South Addition,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition,West Delta Area, South Addition	T81-028	https://walrus.wr.usgs.gov/namss/survey/b-28-82-tx/
B-28-85-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Central Gulf of Mexico,Eastern Gulf of Mexico	Apalachicola,Atwater Valley,De Soto Canyon,Destin Dome,Florida Middle Ground,Henderson,Lloyd Ridge,Mississippi Canyon,Pensacola,St. Petersburg,Tarpon Springs,The Elbow	M85-08	https://walrus.wr.usgs.gov/namss/survey/b-28-85-mi/
B-28-89-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area,High Island Area,High Island Area, East Addition,Sabine Pass Area,Sabine Pass Area,South Marsh Island Area, North Addition,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	T89-028	https://walrus.wr.usgs.gov/namss/survey/b-28-89-tx/
B-29-75-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	St. George Basin	Akutan,Akutan North,Pribilof Canyon,St. George,St. George Canyon,St. George East		https://walrus.wr.usgs.gov/namss/survey/b-29-75-ak/
B-29-75-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	South Atlantic	Blake Spur,Harrington Hill,Hoyt Hills,Jacksonville,Stetson Mesa	E29-75	https://walrus.wr.usgs.gov/namss/survey/b-29-75-at/
B-29-76-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	South Atlantic	Brunswick,Jacksonville,James Island	E29-76	https://walrus.wr.usgs.gov/namss/survey/b-29-76-at/
B-29-76-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Central Gulf of Mexico	Eugene Island Area,Ship Shoal Area	L76-029	https://walrus.wr.usgs.gov/namss/survey/b-29-76-la/
B-29-80-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico	Eugene Island Area,South Marsh Island Area, North Addition	L80-129	https://walrus.wr.usgs.gov/namss/survey/b-29-80-la/
B-29-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico	Eugene Island Area,Ship Shoal Area	L81-029	https://walrus.wr.usgs.gov/namss/survey/b-29-81-la/
B-29-81-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico	Mobile,Pensacola,Viosca Knoll	M81-029	https://walrus.wr.usgs.gov/namss/survey/b-29-81-mi/
B-29-81-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Western Gulf of Mexico	Matagorda Island Area,Mustang Island Area	T81-029	https://walrus.wr.usgs.gov/namss/survey/b-29-81-tx/
B-29-82-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	St. George Basin,St. Matthew-Hall	Cape Mendenhall,Cape Newenham West,St. George,St. George East,St. Paul East	82-29	https://walrus.wr.usgs.gov/namss/survey/b-29-82-ak/
B-30-75-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	St. George Basin	Pribilof Canyon,St. George,St. George Canyon,St. Paul		https://walrus.wr.usgs.gov/namss/survey/b-30-75-ak/
B-30-78-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Central Gulf of Mexico	Eugene Island Area,South Marsh Island Area, North Addition	L78-030	https://walrus.wr.usgs.gov/namss/survey/b-30-78-la/
B-30-80-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	St. George Basin	Akutan,Akutan North,Pribilof Canyon,St. George,St. George East	80-30	https://walrus.wr.usgs.gov/namss/survey/b-30-80-ak/
B-30-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico,Eastern Gulf of Mexico	Atwater Valley,De Soto Canyon,Destin Dome,Main Pass Area, South and East Addition,Mississippi Canyon,South Pass Area	M81-030	https://walrus.wr.usgs.gov/namss/survey/b-30-81-la/
B-30-82-AR	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Beaufort Sea	Barter Island,Beechey Point,Beechey Point North,Demarcation Point,Flaxman Island,Mackenzie Canyon North		https://walrus.wr.usgs.gov/namss/survey/b-30-82-ar/
B-30-82-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico	Ewing Bank,Grand Isle Area,Grand Isle Area, South Addition,Mississippi Canyon,South Timbalier Area, South Addition,West Delta Area,West Delta Area, South Addition	L82-030	https://walrus.wr.usgs.gov/namss/survey/b-30-82-la/
B-30-84-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	North Aleutian Basin,St. George Basin	Akutan North,Bristol Bay,Chignik,Cold Bay,False Pass,Stepovak Bay,St. George East	84-30	https://walrus.wr.usgs.gov/namss/survey/b-30-84-ak/
B-31-80-CS	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Chukchi Sea,Hope Basin	Cape Seppings,Chukchi Sea,Noatak,Point Hope,Point Hope West,Point Lay,Point Lay West,Posey,Solivik Island,Studds		https://walrus.wr.usgs.gov/namss/survey/b-31-80-cs/
B-32-84-AR	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Beaufort Sea,Chukchi Sea	Barrow,Barrow Canyon,Dease Inlet,Harrison Bay North	84-32	https://walrus.wr.usgs.gov/namss/survey/b-32-84-ar/
B-32-84-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Eastern Gulf of Mexico,Florida South	Charlotte Harbor,Dry Tortugas,Howell Hook,Miami,Pulley Ridge,Rankin,St. Petersburg,Vernon Basin	M84-32	https://walrus.wr.usgs.gov/namss/survey/b-32-84-mi/
B-32-84-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Corpus Christi,East Breaks,Galveston Area, South Addition,Matagorda Island Area,Mustang Island Area,Mustang Island Area, East Addition,North Padre Island Area,North Padre Island Area, East Addition,Port Isabel,South Padre Island Area,South Padre Island Area, East Addition	T84-032	https://walrus.wr.usgs.gov/namss/survey/b-32-84-tx/
B-32-88-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico,Western Gulf of Mexico	Alaminos Canyon,East Breaks,Garden Banks,Green Canyon,Keathley Canyon,Walker Ridge	GOMSEGY13-02,L88-03	https://walrus.wr.usgs.gov/namss/survey/b-32-88-la/
B-33-77-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Beaufort Sea	Beechey Point,Flaxman Island		https://walrus.wr.usgs.gov/namss/survey/b-33-77-ak/
B-33-82-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	North Aleutian Basin	Bristol Bay,Chignik,Cold Bay	82-33	https://walrus.wr.usgs.gov/namss/survey/b-33-82-ak/
B-33-83-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	North Aleutian Basin	Naknek,Ugashik,Ugashik West		https://walrus.wr.usgs.gov/namss/survey/b-33-83-ak/
B-34-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Mississippi Canyon,South Pass Area	L75-1734	https://walrus.wr.usgs.gov/namss/survey/b-34-75-la/
B-34-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Central Gulf of Mexico,Western Gulf of Mexico	High Island Area,High Island Area, East Addition,Sabine Pass Area,Sabine Pass Area,West Cameron Area,West Cameron Area, West Addition	L77-134	https://walrus.wr.usgs.gov/namss/survey/b-34-77-la/
B-34-87-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1987	Western Gulf of Mexico	Corpus Christi,Mustang Island Area,Mustang Island Area, East Addition,North Padre Island Area,North Padre Island Area, East Addition	T87-034	https://walrus.wr.usgs.gov/namss/survey/b-34-87-tx/
B-34-88-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico,Western Gulf of Mexico	Keathley Canyon,Walker Ridge	GOMSEGY13-04,L88-33	https://walrus.wr.usgs.gov/namss/survey/b-34-88-la/
B-35-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico,Western Gulf of Mexico	Atwater Valley,Garden Banks,Green Canyon,Keathley Canyon,Lund,Mississippi Canyon,Walker Ridge	L81-135	https://walrus.wr.usgs.gov/namss/survey/b-35-81-la/
B-35-82-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Western Gulf of Mexico	Brazos Area, South Addition,Corpus Christi,East Breaks,Galveston Area, South Addition,Garden Banks,Mustang Island Area, East Addition,North Padre Island Area, East Addition	T82-035	https://walrus.wr.usgs.gov/namss/survey/b-35-82-tx/
B-35-84-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Eastern Gulf of Mexico	Florida Middle Ground,St. Petersburg,Tarpon Springs,The Elbow	M84-035	https://walrus.wr.usgs.gov/namss/survey/b-35-84-mi/
B-37-79-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Western Gulf of Mexico	Galveston Area,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,Matagorda Island Area,Mustang Island Area, East Addition	T79-037	https://walrus.wr.usgs.gov/namss/survey/b-37-79-tx/
B-37-85-FL	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Central Gulf of Mexico,Eastern Gulf of Mexico	Destin Dome,Pensacola,Viosca Knoll	M84-037	https://walrus.wr.usgs.gov/namss/survey/b-37-85-fl/
B-38-81-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	St. George Basin	Akutan North,St. George,St. George East	81-38	https://walrus.wr.usgs.gov/namss/survey/b-38-81-ak/
B-38-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico	Destin Dome,Main Pass Area, South and East Addition,Mississippi Canyon,Pensacola,Viosca Knoll	L81-138	https://walrus.wr.usgs.gov/namss/survey/b-38-81-la/
B-38-85-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Central Gulf of Mexico	Ship Shoal Area	L85-038	https://walrus.wr.usgs.gov/namss/survey/b-38-85-la/
B-39-75-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Norton Basin,St. Matthew-Hall	Black,Nome,Norton Sound,Solomon,St. Michael		https://walrus.wr.usgs.gov/namss/survey/b-39-75-ak/
B-39-79-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Central Gulf of Mexico	Ewing Bank,Grand Isle Area,Grand Isle Area, South Addition,Mississippi Canyon	L78-139	https://walrus.wr.usgs.gov/namss/survey/b-39-79-la/
B-39-80-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Western Gulf of Mexico	Brazos Area, South Addition,Galveston Area, South Addition,Matagorda Island Area,North Padre Island Area,North Padre Island Area, East Addition,South Padre Island Area	T80-039	https://walrus.wr.usgs.gov/namss/survey/b-39-80-tx/
B-39-82-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	St. George Basin	Akutan North	82-39	https://walrus.wr.usgs.gov/namss/survey/b-39-82-ak/
B-39-86-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Central Gulf of Mexico	Eugene Island Area,Eugene Island Area, South Addition,Green Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area, South Addition	L86-039	https://walrus.wr.usgs.gov/namss/survey/b-39-86-la/
B-40-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Central Gulf of Mexico,Western Gulf of Mexico	Alaminos Canyon,Atwater Valley,Corpus Christi,East Breaks,Garden Banks,Green Canyon,Keathley Canyon,Lund,Mississippi Canyon,Port Isabel,Walker Ridge	L77-0140	https://walrus.wr.usgs.gov/namss/survey/b-40-77-la/
B-40-79-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Central Gulf of Mexico	Main Pass Area,Main Pass Area, South and East Addition,South Pass Area, South and East Addition	L78-040	https://walrus.wr.usgs.gov/namss/survey/b-40-79-la/
B-40-84-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Mustang Island Area, East Addition	T84-040	https://walrus.wr.usgs.gov/namss/survey/b-40-84-tx/
B-41-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Eugene Island Area,Eugene Island Area, South Addition,Grand Isle Area,Ship Shoal Area, South Addition,South Timbalier and Bay Marchand Areas,Vermilion Area,West Delta Area,West Delta Area, South Addition	L75-1741	https://walrus.wr.usgs.gov/namss/survey/b-41-75-la/
B-41-81-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Beaufort Sea	Barter Island,Beechey Point,Beechey Point North,Demarcation Point,Flaxman Island,Flaxman Island North,Mackenzie Canyon,Mackenzie Canyon North	81-41	https://walrus.wr.usgs.gov/namss/survey/b-41-81-ak/
B-43-75-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	North Aleutian Basin,St. George Basin	Akutan,Akutan North,Cold Bay,Pribilof Canyon,St. George,St. George Canyon,St. George East,St. Paul East		https://walrus.wr.usgs.gov/namss/survey/b-43-75-ak/
B-43-86-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Central Gulf of Mexico,Western Gulf of Mexico	High Island Area,High Island Area, East Addition,Sabine Pass Area,Sabine Pass Area,West Cameron Area, West Addition	T86-043	https://walrus.wr.usgs.gov/namss/survey/b-43-86-tx/
B-44-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Ship Shoal Area,West Delta Area	L75-1744	https://walrus.wr.usgs.gov/namss/survey/b-44-75-la/
B-44-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico,Western Gulf of Mexico	Grand Isle Area,High Island Area, East Addition, South Extension,Mississippi Canyon,South Timbalier and Bay Marchand Areas,West Cameron Area, South Addition,West Cameron Area, West Addition,West Delta Area,West Delta Area, South Addition	L81-144	https://walrus.wr.usgs.gov/namss/survey/b-44-81-la/
B-44-88-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Western Gulf of Mexico	High Island Area, East Addition,High Island Area, East Addition, South Extension,West Cameron Area, West Addition	GOMSEGY13-14,L88-169	https://walrus.wr.usgs.gov/namss/survey/b-44-88-la/
B-45-78-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Central Gulf of Mexico	Main Pass Area,Main Pass Area, South and East Addition,South Marsh Island Area,South Pass Area, South and East Addition	L78-045	https://walrus.wr.usgs.gov/namss/survey/b-45-78-la/
B-45-90-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1990	Central Gulf of Mexico,Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Galveston Area,Galveston Area, South Addition,High Island Area,High Island Area, East Addition,Matagorda Island Area,Mustang Island Area,Mustang Island Area, East Addition,West Cameron Area, West Addition	GOMSEGY15-1,T90-45	https://walrus.wr.usgs.gov/namss/survey/b-45-90-tx/
B-46-81-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Western Gulf of Mexico	Galveston Area,High Island Area,High Island Area, East Addition,West Cameron Area, West Addition	T81-046	https://walrus.wr.usgs.gov/namss/survey/b-46-81-tx/
B-46-82-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	North Aleutian Basin,St. George Basin,St. Matthew-Hall	Akutan,Akutan North,Bristol Bay,Cape Newenham,Chignik,Cold Bay,False Pass,Hagemeister Island,Kuskokwim Bay,Naknek,St. George,St. George East,Ugashik,Ugashik West	82-46	https://walrus.wr.usgs.gov/namss/survey/b-46-82-ak/
B-46-82-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico	Eugene Island Area,Eugene Island Area, South Addition,Garden Banks,Green Canyon,South Marsh Island Area,South Marsh Island Area, North Addition,South Marsh Island Area, South Addition	L82-046	https://walrus.wr.usgs.gov/namss/survey/b-46-82-la/
B-46-85-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,East Breaks,Matagorda Island Area,Mustang Island Area,Mustang Island Area, East Addition,North Padre Island Area, East Addition	T85-046	https://walrus.wr.usgs.gov/namss/survey/b-46-85-tx/
B-47-80-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Western Gulf of Mexico	Brazos Area,Brazos Area, South Addition,Corpus Christi,East Breaks,Galveston Area,Garden Banks,High Island Area,High Island Area, East Addition,High Island Area, South Addition,Port Isabel,West Cameron Area, South Addition,West Cameron Area, West Addition	T80-047	https://walrus.wr.usgs.gov/namss/survey/b-47-80-tx/
B-47-81-AR	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Beaufort Sea	Beechey Point,Beechey Point North,Harrison Bay,Harrison Bay North	47-81	https://walrus.wr.usgs.gov/namss/survey/b-47-81-ar/
B-47-81-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Central Gulf of Mexico	Eugene Island Area, South Addition,Green Canyon,South Marsh Island Area, South Addition	L81-047	https://walrus.wr.usgs.gov/namss/survey/b-47-81-la/
B-47-83-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	St. George Basin	Akutan North,St. George East	83-47	https://walrus.wr.usgs.gov/namss/survey/b-47-83-ak/
B-48-77-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Western Gulf of Mexico	High Island Area,High Island Area, East Addition	T77-048	https://walrus.wr.usgs.gov/namss/survey/b-48-77-tx/
B-48-79-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	Western Gulf of Mexico	Galveston Area, South Addition,High Island Area, South Addition	T78-048	https://walrus.wr.usgs.gov/namss/survey/b-48-79-tx/
B-49-74-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1974	Central Gulf of Mexico	Eugene Island Area,Eugene Island Area, South Addition,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, South Addition	Permit L74-1649	https://walrus.wr.usgs.gov/namss/survey/b-49-74-la/
